file_path,line_number,match_context
"SECURITY_SCAN_REPORT.md",1,"# Security Scan Report - InvoiceShelf MK"
".dev/php/entrypoint.sh",4,"echo \""### InvoiceShelf Development Environment ###\"""
".dev/README.md",1,"# InvoiceShelf Development Environment"
".dev/README.md",3,"This is dockerized development environment that allows developers to easily get started to develop InvoiceShelf."
".dev/README.md",5,"This development environment is **NOT MEANT TO BE USED IN PRODUCTION** and is preconfigured with all the needed tools that InvoiceShelf requires for development purposes. It works on Windows\, Linux and MacOS."
".dev/README.md",7,"For production grade docker image\, please refer to [InvoiceShelf/docker](https://github.com/InvoiceShelf/docker) and [InvoiceShelf on DockerHub](https://hub.docker.com/r/invoiceshelf/invoiceshelf)."
".dev/README.md",52,"Clone the InvoiceShelf project directly from InvoiceShelf git or your forked repository"
".dev/README.md",55,"git clone git@github.com:InvoiceShelf/InvoiceShelf.git"
".dev/README.md",108,"This dockerized environment comes with support for all three databases that InvoiceShelf suppots: MySQL\, PostgreSQL and SQLite."
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",14,"            DB::update(\""UPDATE media SET model_type = REPLACE(model_type\, 'Crater'\, 'InvoiceShelf')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",15,"            DB::update(\""UPDATE email_logs SET mailable_type = REPLACE(model_type\, 'Crater'\, 'InvoiceShelf')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",16,"            DB::update(\""UPDATE notifications SET notifiable_type = REPLACE(notifiable_type\, 'Crater'\, 'InvoiceShelf')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",17,"            DB::update(\""UPDATE personal_access_tokens SET tokenable_type = REPLACE(tokenable_type\, 'Crater'\, 'InvoiceShelf')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",18,"            DB::update(\""UPDATE custom_field_values SET custom_field_valuable_type = REPLACE(custom_field_valuable_type\, 'Crater'\, 'InvoiceShelf')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",29,"            DB::update(\""UPDATE media SET model_type = REPLACE(model_type\, 'InvoiceShelf'\, 'Crater')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",30,"            DB::update(\""UPDATE email_logs SET mailable_type = REPLACE(model_type\, 'InvoiceShelf'\, 'Crater')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",31,"            DB::update(\""UPDATE notifications SET notifiable_type = REPLACE(notifiable_type\, 'InvoiceShelf'\, 'Crater')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",32,"            DB::update(\""UPDATE personal_access_tokens SET tokenable_type = REPLACE(tokenable_type\, 'InvoiceShelf'\, 'Crater')\"");"
"facturino/database/migrations/2024_04_14_173940_replace_crater_type.php",33,"            DB::update(\""UPDATE custom_field_values SET custom_field_valuable_type = REPLACE(custom_field_valuable_type\, 'InvoiceShelf'\, 'Crater')\"");"
"facturino/database/migrations/2024_07_13_000001_update_stored_namespace.php",13,"        $this->replaceModelTypes('InvoiceShelf'\, 'App');"
"facturino/database/migrations/2024_07_13_000001_update_stored_namespace.php",22,"        $this->replaceModelTypes('App'\, 'InvoiceShelf');"
"facturino/database/migrations/2024_02_11_075831_update_version_110.php",16,"            DB::update(\""UPDATE abilities SET entity_type = REPLACE(entity_type\, 'Crater'\, 'InvoiceShelf')\"");"
"facturino/database/migrations/2024_02_11_075831_update_version_110.php",17,"            DB::update(\""UPDATE assigned_roles SET entity_type = REPLACE(entity_type\, 'Crater'\, 'InvoiceShelf')\"");"
"facturino/database/migrations/2024_02_11_075831_update_version_110.php",30,"            DB::update(\""UPDATE abilities SET entity_type = REPLACE(entity_type\, 'InvoiceShelf'\, 'Crater')\"");"
"facturino/database/migrations/2024_02_11_075831_update_version_110.php",31,"            DB::update(\""UPDATE assigned_roles SET entity_type = REPLACE(entity_type\, 'InvoiceShelf'\, 'Crater')\"");"
"facturino/app/Space/Updater.php",112,"        if (! File::copyDirectory($temp_extract_dir.'/InvoiceShelf'\, base_path())) {"
"facturino/app/Space/helpers.php",52,"    $defaultPageTitle = 'InvoiceShelf - Self Hosted Invoicing Platform';"
"facturino/app/Console/Commands/UpdateCommand.php",29,"    protected $description = 'Automatically update your InvoiceShelf Core App';"
"facturino/config/invoiceshelf.php",52,"    * List of languages supported by InvoiceShelf."
"facturino/.pre-commit-config.yaml",1,"# Pre-commit hooks for InvoiceShelf security and code quality"
"facturino/resources/lang/mk.json",995,"      \""section_description\"": \""Information about your company that will be displayed on invoices\, estimates and other documents created by InvoiceShelf.\""\,"
"facturino/resources/lang/mk.json",1239,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/resources/lang/mk.json",1272,"      \""description\"": \""You can add or Remove Taxes as you please. InvoiceShelf supports Taxes on Individual Items as well as on the invoice.\""\,"
"facturino/resources/lang/mk.json",1362,"      \""description\"": \""You can easily update InvoiceShelf by checking for a new update by clicking the button below\""\,"
"facturino/resources/lang/mk.json",1409,"      \""description\"": \""By default\, InvoiceShelf will use your local disk for saving backups\, avatar and other image files. You can configure more than one disk drivers like DigitalOcean\, S3 and Dropbox according to your preference.\""\,"
"facturino/resources/lang/mk.json",1460,"      \""confirm_delete\"": \""Your existing files & folders in the specified disk will not be affected but your disk configuration will be deleted from InvoiceShelf\""\,"
"facturino/resources/lang/mk.json",1521,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/resources/lang/mk.json",1545,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/resources/lang/mk.json",1581,"      \""system_req_desc\"": \""InvoiceShelf has a few server requirements. Make sure that your server has the required php version and all the extensions mentioned below.\"""
"facturino/resources/scripts/admin/layouts/LayoutLogin.vue",152,"  return 'InvoiceShelf helps you track expenses\, record payments & generate beautiful invoices & estimates.'"
"facturino/resources/scripts/admin/layouts/partials/TheSiteSidebar.vue",70,"                alt=\""InvoiceShelf Logo\"""
"facturino/resources/scripts/admin/views/installation/Installation.vue",7,"      alt=\""InvoiceShelf Logo\"""
"facturino/resources/scripts/partner/layouts/LayoutLogin.vue",23,"        © 2025 InvoiceShelf MK. Сите права задржани."
"facturino/resources/scripts/InvoiceShelf.js",13,"export default class InvoiceShelf {"
"facturino/resources/scripts/main.js",17,"import InvoiceShelf from './InvoiceShelf.js'"
"facturino/resources/scripts/main.js",23,"window.InvoiceShelf = new InvoiceShelf()"
"facturino/resources/scripts/components/base/BaseGlobalLoader.vue",50,"        alt=\""InvoiceShelf Logo\"""
"facturino/resources/views/emails/send/estimate.blade.php",31,"            Powered by <a class=\""footer-link\"" href=\""https://invoiceshelf.com\"" target=\""_blank\"">InvoiceShelf</a>"
"facturino/resources/views/emails/send/invoice.blade.php",31,"            Powered by <a class=\""footer-link\"" href=\""https://invoiceshelf.com\"" target=\""_blank\"">InvoiceShelf</a>"
"facturino/resources/views/emails/send/payment.blade.php",31,"            Powered by <a class=\""footer-link\"" href=\""https://invoiceshelf.com\"" target=\""_blank\"">InvoiceShelf</a>"
"facturino/resources/views/emails/test.blade.php",2,"# Test Email from InvoiceShelf"
"facturino/tests/Unit/MkUblMapperTest.php",19," * Verifies that the mapper can generate valid UBL XML from InvoiceShelf invoices"
"facturino/tests/fixtures/create_sample_pdf.php",65,"(Generated for InvoiceShelf INV-01 development.) Tj"
"facturino/.claude/CLAUDE.md",5,"Build a Macedonian-localised fork of InvoiceShelf with bank-feed\,"
"facturino/.claude/CLAUDE.md",109,"* Follow InvoiceShelf's existing patterns"
"facturino/.claude/CLAUDE.md",112,"* Use existing UI components from InvoiceShelf"
"facturino/readme.md",5,"InvoiceShelf is an open-source web & mobile app that helps you track expenses\, payments & create professional invoices & estimates."
"facturino/readme.md",7,"InvoiceShelf is a fork of [Crater](https://crater.finance) that focuses in stability\, updates and new features."
"facturino/readme.md",11,"**NOTE:** The docker image files are moved into a separate repository [InvoiceShelf/docker](https://github.com/InvoiceShelf/docker)."
"facturino/readme.md",39,"- [Source](https://github.com/InvoiceShelf/mobile)"
"facturino/readme.md",43,"Join the InvoiceShelf discord server to discuss"
"facturino/readme.md",97,"InvoiceShelf is released under the GNU AFFERO GENERAL PUBLIC LICENSE Version 3."
"facturino/lang/zh.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/zh.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/zh.json",1202,"      \""description\"": \""你可以新增或移除稅項. InvoiceShelf支持獨立稅項.\""\,"
"facturino/lang/zh.json",1292,"      \""description\"": \""你可以點擊下方按鈕更新InvoiceShelf\""\,"
"facturino/lang/zh.json",1339,"      \""description\"": \""預設InvoiceShelf會使用你本機作為資料備份. 你可設定多於一個磁碟如DigialOcean\, S3 及 Dropbox.\""\,"
"facturino/lang/zh.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/zh.json",1475,"      \""desc\"": \""InvoiceShelf使用的會話驗證因安全考量需要域名\b核實. 請輸入你的域名以便你存取你應用.\""\,"
"facturino/lang/zh.json",1511,"      \""system_req_desc\"": \""InvoiceShelf對伺服器有少許需求. 請檢查以下的php版本及\b擴展是否吻合.\"""
"facturino/lang/tr.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/tr.json",925,"      \""section_description\"": \""InvoiceShelf tarafından oluşturulacak faturaların\, proformaların ve diğer evrakların üzerinde görünecek şirket bilgileriniz.\""\,"
"facturino/lang/tr.json",1169,"      \""description\"": \""InvoiceShelf'in {currency} cinsinden tutarları doğru hesaplayabilmesi için aşağıda belirtilen tüm para birimlerinin döviz kurunu girin.\""\,"
"facturino/lang/tr.json",1202,"      \""description\"": \""Vergileri istediğiniz gibi ekleyebilir veya kaldırabilirsiniz. InvoiceShelf\, Faturanın yanı sıra Bireysel Öğelerdeki Vergileri de destekler.\""\,"
"facturino/lang/tr.json",1292,"      \""description\"": \""Aşağıdaki butona tıklayarak yeni bir güncelleme olup olmadığını kontrol ederek InvoiceShelf'ı kolayca güncelleyebilirsiniz\""\,"
"facturino/lang/tr.json",1339,"      \""description\"": \""Varsayılan olarak\, InvoiceShelf yedekleri\, avatar ve diğer görüntü dosyalarını kaydetmek için yerel diskinizi kullanır. Tercihinize göre DigitalOcean\, S3 ve Dropbox gibi birden fazla disk sürücüsünü yapılandırabilirsiniz.\""\,"
"facturino/lang/tr.json",1390,"      \""confirm_delete\"": \""Belirtilen diskteki mevcut dosya ve klasörleriniz etkilenmeyecek ancak disk yapılandırmanız InvoiceShelf'den silinecek\""\,"
"facturino/lang/tr.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/tr.json",1475,"      \""desc\"": \""InvoiceShelf\, güvenlik amacıyla alan adı doğrulaması gerektiren oturum tabanlı kimlik doğrulama kullanır. Lütfen web uygulamanıza erişeceğiniz alan adını girin.\""\,"
"facturino/lang/tr.json",1511,"      \""system_req_desc\"": \""InvoiceShelf'in bazı sunucu gereksinimleri vardır. Sunucunuzun gerekli php sürümüne ve aşağıda belirtilen tüm uzantılara sahip olduğundan emin olun.\"""
"facturino/lang/mk.json",925,"      \""section_description\"": \""Information about your company that will be displayed on invoices\, estimates and other documents created by InvoiceShelf.\""\,"
"facturino/lang/mk.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/mk.json",1202,"      \""description\"": \""You can add or Remove Taxes as you please. InvoiceShelf supports Taxes on Individual Items as well as on the invoice.\""\,"
"facturino/lang/mk.json",1292,"      \""description\"": \""You can easily update InvoiceShelf by checking for a new update by clicking the button below\""\,"
"facturino/lang/mk.json",1339,"      \""description\"": \""By default\, InvoiceShelf will use your local disk for saving backups\, avatar and other image files. You can configure more than one disk drivers like DigitalOcean\, S3 and Dropbox according to your preference.\""\,"
"facturino/lang/mk.json",1390,"      \""confirm_delete\"": \""Your existing files & folders in the specified disk will not be affected but your disk configuration will be deleted from InvoiceShelf\""\,"
"facturino/lang/mk.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/mk.json",1475,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/lang/mk.json",1511,"      \""system_req_desc\"": \""InvoiceShelf has a few server requirements. Make sure that your server has the required php version and all the extensions mentioned below.\"""
"facturino/lang/sl.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/sl.json",925,"      \""section_description\"": \""Information about your company that will be displayed on invoices\, estimates and other documents created by InvoiceShelf.\""\,"
"facturino/lang/sl.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/sl.json",1202,"      \""description\"": \""You can add or Remove Taxes as you please. InvoiceShelf supports Taxes on Individual Items as well as on the invoice.\""\,"
"facturino/lang/sl.json",1292,"      \""description\"": \""You can easily update InvoiceShelf by checking for a new update by clicking the button below\""\,"
"facturino/lang/sl.json",1339,"      \""description\"": \""By default\, InvoiceShelf will use your local disk for saving backups\, avatar and other image files. You can configure more than one disk drivers like DigitalOcean\, S3 and Dropbox according to your preference.\""\,"
"facturino/lang/sl.json",1390,"      \""confirm_delete\"": \""Your existing files & folders in the specified disk will not be affected but your disk configuration will be deleted from InvoiceShelf\""\,"
"facturino/lang/sl.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/sl.json",1475,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/lang/sl.json",1511,"      \""system_req_desc\"": \""InvoiceShelf has a few server requirements. Make sure that your server has the required php version and all the extensions mentioned below.\"""
"facturino/lang/lt.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/lt.json",925,"      \""section_description\"": \""Information about your company that will be displayed on invoices\, estimates and other documents created by InvoiceShelf.\""\,"
"facturino/lang/lt.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/lt.json",1202,"      \""description\"": \""You can add or Remove Taxes as you please. InvoiceShelf supports Taxes on Individual Items as well as on the invoice.\""\,"
"facturino/lang/lt.json",1292,"      \""description\"": \""You can easily update InvoiceShelf by checking for a new update by clicking the button below\""\,"
"facturino/lang/lt.json",1339,"      \""description\"": \""By default\, InvoiceShelf will use your local disk for saving backups\, avatar and other image files. You can configure more than one disk drivers like DigitalOcean\, S3 and Dropbox according to your preference.\""\,"
"facturino/lang/lt.json",1390,"      \""confirm_delete\"": \""Your existing files & folders in the specified disk will not be affected but your disk configuration will be deleted from InvoiceShelf\""\,"
"facturino/lang/lt.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/lt.json",1475,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
"facturino/lang/lt.json",1511,"      \""system_req_desc\"": \""InvoiceShelf has a few server requirements. Make sure that your server has the required php version and all the extensions mentioned below.\"""
"facturino/lang/nl.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/nl.json",925,"      \""section_description\"": \""Informatie over uw bedrijf die wordt weergegeven op facturen\, offertes en andere documenten die door InvoiceShelf zijn gemaakt.\""\,"
"facturino/lang/nl.json",1169,"      \""description\"": \""Voer de wisselkoers in van alle onderstaande valuta's om InvoiceShelf te helpen de bedragen in {currency} goed te berekenen.\""\,"
"facturino/lang/nl.json",1202,"      \""description\"": \""U kunt naar believen belastingen toevoegen of verwijderen. InvoiceShelf ondersteunt belastingen op individuele items en op de factuur.\""\,"
"facturino/lang/nl.json",1292,"      \""description\"": \""U kunt InvoiceShelf eenvoudig bijwerken door te controleren op een nieuwe update door op de onderstaande knop te klikken\""\,"
"facturino/lang/nl.json",1339,"      \""description\"": \""Standaard gebruikt InvoiceShelf uw lokale schijf om back-ups\, avatars en andere afbeeldingen op te slaan. U kunt indien gewenst meer dan één opslaglocatie configureren zoals DigitalOcean\, S3 en Dropbox.\""\,"
"facturino/lang/nl.json",1390,"      \""confirm_delete\"": \""Uw bestaande bestanden en mappen in de opgegeven schijf worden niet beïnvloed\, maar uw schijfconfiguratie wordt uit InvoiceShelf verwijderd\""\,"
"facturino/lang/nl.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/nl.json",1475,"      \""desc\"": \""InvoiceShelf maakt gebruik van sessie gebaseerde authenticatie die domeinverificatie vereist voor veiligheidsdoeleinden. Voer het domein in waarop u toegang zult krijgen tot uw webapplicatie.\""\,"
"facturino/lang/nl.json",1511,"      \""system_req_desc\"": \""InvoiceShelf heeft een paar serververeisten. Zorg ervoor dat uw server de vereiste php-versie heeft en alle onderstaande extensies.\"""
"facturino/lang/ja.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/ja.json",925,"      \""section_description\"": \""InvoiceShelfによって作成される請求書、見積書、その他の文書に表示される会社に関する情報。\""\,"
"facturino/lang/ja.json",1169,"      \""description\"": \""InvoiceShelfが{currency} 金額を正しく計算できるように、以下に記載されているすべての通貨の為替レートを入力してください。\""\,"
"facturino/lang/ja.json",1202,"      \""description\"": \""必要に応じて税金を追加または削除できます。InvoiceShelfは請求書だけでなく個々のアイテムに対する税金もサポートしています。\""\,"
"facturino/lang/ja.json",1292,"      \""description\"": \""下のボタンをクリックするとInvoiceShelfを簡単にアップデートできます。\""\,"
"facturino/lang/ja.json",1339,"      \""description\"": \""デフォルトではInvoiceShelfはバックアップ、アバター、その他の画像ファイルの保存にローカル ディスクを使用します。好みに応じて、DigitalOcean、S3、Dropbox などの複数のディスク ドライバーを構成できます。\""\,"
"facturino/lang/ja.json",1390,"      \""confirm_delete\"": \""指定されたディスク内の既存のファイルとフォルダは影響を受けませんが、ディスク構成はInvoiceShelfから削除されます。\""\,"
"facturino/lang/ja.json",1451,"      \""description\"": \""InvoiceShelfをインストールする言語ウィザードを選択してください\"""
"facturino/lang/ja.json",1475,"      \""desc\"": \""InvoiceShelfはセキュリティ上の理由からドメイン検証を必要とするセッションベースの認証を使用します。Web アプリケーションにアクセスするドメインを入力してください。\""\,"
"facturino/lang/ja.json",1511,"      \""system_req_desc\"": \""InvoiceShelfにはいくつかのサーバー要件があります。サーバーに必要なPHPバージョンと以下に記載されているすべての拡張機能がインストールされていることを確認してください。\"""
"facturino/lang/de.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/de.json",925,"      \""section_description\"": \""Informationen zu Ihrem Unternehmen\, die auf Rechnungen\, Angeboten und anderen von InvoiceShelf erstellten Dokumenten angezeigt werden.\""\,"
"facturino/lang/de.json",1169,"      \""description\"": \""Bitte geben Sie den Wechselkurs aller unten genannten Währungen ein\, um InvoiceShelf bei der korrekten Berechnung der Beträge in {currency} zu unterstützen.\""\,"
"facturino/lang/de.json",1202,"      \""description\"": \""Sie können Steuern nach Belieben hinzufügen oder entfernen. InvoiceShelf unterstützt Steuern auf einzelne Artikel sowie auf die Rechnung.\""\,"
"facturino/lang/de.json",1292,"      \""description\"": \""Sie können InvoiceShelf ganz einfach aktualisieren\, indem Sie auf die Schaltfläche unten klicken\, um nach einem neuen Update zu suchen.\""\,"
"facturino/lang/de.json",1339,"      \""description\"": \""Standardmäßig verwendet InvoiceShelf Ihre lokale Festplatte zum Speichern von Sicherungen\, Avatar und anderen Bilddateien. Sie können mehr als einen Speicherort wie DigitalOcean\, S3 und Dropbox nach Ihren Wünschen konfigurieren.\""\,"
"facturino/lang/de.json",1390,"      \""confirm_delete\"": \""Ihre existierenden Dateien und Ordner auf der angegebenen Festplatte werden nicht beeinflusst\, aber Dieser Speicherort wird aus InvoiceShelf gelöscht\""\,"
"facturino/lang/de.json",1451,"      \""description\"": \""Wähle eine Sprache aus in der InvoiceShelf installiert wird\"""
"facturino/lang/de.json",1475,"      \""desc\"": \""InvoiceShelf verwendet Session-basierte Authentifizierung\, die aus Sicherheitsgründen eine Domain-Verifizierung erfordert. Bitte geben Sie die Domain ein\, auf der Sie auf Ihre Webanwendung zugreifen werden.\""\,"
"facturino/lang/de.json",1511,"      \""system_req_desc\"": \""InvoiceShelf hat einige Serveranforderungen. Stellen Sie sicher\, dass Ihr Server die erforderliche PHP-Version und alle unten genannten Erweiterungen hat.\"""
"facturino/lang/ru.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/ru.json",925,"      \""section_description\"": \""Информация о вашей компании\, которая будет отображаться на счетах\, сметах и других документах\, созданных системой InvoiceShelf.\""\,"
"facturino/lang/ru.json",1292,"      \""description\"": \""Вы можете легко обновить InvoiceShelf\, проверив новое обновление\, нажав кнопку ниже\""\,"
"facturino/lang/ru.json",1339,"      \""description\"": \""По умолчанию\, InvoiceShelf будет использовать ваш локальный диск для сохранения резервных копий\, аватаров и других файлов изображений. Вы можете настроить более одного драйвера\, такого как DigitalOcean\, S3 и Dropbox\, в соответствии с вашими предпочтениями.\""\,"
"facturino/lang/ru.json",1390,"      \""confirm_delete\"": \""Ваши существующие файлы и папки на указанном диске не будут затронуты\, но конфигурация диска будет удалена из InvoiceShelf\""\,"
"facturino/lang/ru.json",1451,"      \""description\"": \""Выберите мастер языка для установки InvoiceShelf\"""
"facturino/lang/ru.json",1475,"      \""desc\"": \""InvoiceShelf использует аутентификацию на основе сеанса\, которая требует проверки домена в целях безопасности. Пожалуйста\, введите домен\, на котором вы будете получать доступ к вашему веб-приложению.\""\,"
"facturino/lang/ru.json",1511,"      \""system_req_desc\"": \""Для InvoiceShelf требуется несколько серверов. Убедитесь\, что на сервере есть необходимая версия php и все расширения\, указанные ниже.\"""
"facturino/lang/pl.json",925,"      \""section_description\"": \""Informacje o Twojej firmie\, które będą wyświetlane na fakturach\, ofertach i innych dokumentach stworzonych przez InvoiceShelf.\""\,"
"facturino/lang/pl.json",1140,"      \""invoice_viewed_desc\"": \""Kiedy klient wyświetli fakturę wysłaną za pośrednictwem kokpitu InvoiceShelfa.\""\,"
"facturino/lang/pl.json",1142,"      \""estimate_viewed_desc\"": \""Kiedy klient wyświetli ofertę wysłaną za pośrednictwem kokpitu InvoiceShelfa.\""\,"
"facturino/lang/pl.json",1202,"      \""description\"": \""Możesz dodawać lub usuwać podatki. InvoiceShelf obsługuje podatki od poszczególnych produktów\, jak również na fakturze.\""\,"
"facturino/lang/pl.json",1292,"      \""description\"": \""Możesz łatwo zaktualizować InvoiceShelfa poprzez kliknięcie przycisku poniżej\""\,"
"facturino/lang/pl.json",1339,"      \""description\"": \""Domyślnie InvoiceShelf użyje twojego lokalnego dysku do zapisywania kopii zapasowych\, awatara i innych plików obrazu. Możesz skonfigurować więcej niż jeden serwer dysku\, taki jak DigitalOcean\, S3 i Dropbox\, zgodnie z Twoimi preferencjami.\""\,"
"facturino/lang/pl.json",1390,"      \""confirm_delete\"": \""Twoje istniejące pliki i foldery na określonym dysku nie zostaną zmienione\, ale konfiguracja twojego dysku zostanie usunięta z InvoiceShelfa\""\,"
"facturino/lang/pl.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/pl.json",1475,"      \""desc\"": \""InvoiceShelf używa uwierzytelniania opartego na sesji\, które wymaga weryfikacji domeny dla celów bezpieczeństwa. Wprowadź domenę\, na której będziesz mieć dostęp do swojej aplikacji internetowej.\""\,"
"facturino/lang/pl.json",1511,"      \""system_req_desc\"": \""InvoiceShelf posiada kilka wymagań serwera. Upewnij się\, że Twój serwer ma wymaganą wersję php oraz wszystkie rozszerzenia wymienione poniżej.\"""
"facturino/lang/uk.json",925,"      \""section_description\"": \""Інформація про вашу компанію\, яка буде зображатися на рахунках-фактурах\, кошторисах та інших документах\, створених InvoiceShelf.\""\,"
"facturino/lang/uk.json",1142,"      \""estimate_viewed_desc\"": \""Коли ваш клієнт переглядає кошторис\, надісланий через інформаційну панель InvoiceShelf.\""\,"
"facturino/lang/uk.json",1169,"      \""description\"": \""Будь ласка\, введіть обмінний курс усіх нижченаведених валют\, щоб допомогти InvoiceShelf правильно обчислити суми в {currency}.\""\,"
"facturino/lang/uk.json",1202,"      \""description\"": \""Ви можете додавати або видаляти податки за власним бажанням. InvoiceShelf підтримує податки як на окремі товари\, так і на інвойс.\""\,"
"facturino/lang/uk.json",1292,"      \""description\"": \""Ви можете легко оновити InvoiceShelf\, перевіривши наявність нового оновлення\, натиснувши кнопку нижче\""\,"
"facturino/lang/uk.json",1339,"      \""description\"": \""За замовчуванням InvoiceShelf використовує ваш локальний диск для збереження резервних копій\, аватарів та інших файлів зображень. Ви можете налаштувати декілька драйверів дисків\, таких як DigitalOcean\, S3 та Dropbox\, відповідно до ваших уподобань.\""\,"
"facturino/lang/uk.json",1390,"      \""confirm_delete\"": \""Ваші наявні файли та теки на вказаному диску не будуть зачеплені\, але конфігурація диска буде видалена з InvoiceShelf\""\,"
"facturino/lang/uk.json",1451,"      \""description\"": \""Виберіть мовний майстер для встановлення InvoiceShelf\"""
"facturino/lang/uk.json",1475,"      \""desc\"": \""InvoiceShelf використовує сеансову автентифікацію\, яка вимагає перевірки домену з метою безпеки. Будь ласка\, введіть домен\, з якого ви будете отримувати доступ до вашого вебдодатку.\""\,"
"facturino/lang/uk.json",1511,"      \""system_req_desc\"": \""InvoiceShelf має декілька вимог до сервера. Переконайтеся\, що ваш сервер має необхідну версію php і всі розширення\, згадані нижче.\"""
"facturino/lang/fi.json",733,"    \""version_not_supported\"": \""This module version doesn't support the current version of InvoiceShelf\""\,"
"facturino/lang/fi.json",925,"      \""section_description\"": \""Yrityksesi tiedot jotka näytetään laskulla\, tarjouksella ja muilla dokumenteilla luotuna InvoiceShelf:in toimesta.\""\,"
"facturino/lang/fi.json",1169,"      \""description\"": \""Please enter exchange rate of all the currencies mentioned below to help InvoiceShelf properly calculate the amounts in {currency}.\""\,"
"facturino/lang/fi.json",1202,"      \""description\"": \""Voit luoda tai poistaa ALV verokantoja tarvittaessa. InvoiceShelf tukee laskurivikohtaista ALV:n esittämistä yhtä hyvin kuin näyttämistä koko laskulle.\""\,"
"facturino/lang/fi.json",1292,"      \""description\"": \""Voit helposti päivittää InvoiceShelf ohjelman uuteen versioon klikkaamalla allaolevaa painiketta\""\,"
"facturino/lang/fi.json",1339,"      \""description\"": \""Oletuksena\, InvoiceShelf käyttää paikallisia levyjä varmuuskopioiden\, profiilikuvien ja muiden kuvien tallentamiseen. Voit määrittää useamman kuin yhden tallennus vaihtoehdoista\, kuten DigitalOcean\, S3 ja Dropbox mieltymystesi mukaan.\""\,"
"facturino/lang/fi.json",1390,"      \""confirm_delete\"": \""Tämä ei vaikuta olemassaoleviin tiedostoihin & kansioihin valitulla levyllä\, mutta leveymääritykset poistetaan InvoiceShelfista\""\,"
"facturino/lang/fi.json",1451,"      \""description\"": \""Select language wizard to install InvoiceShelf\"""
"facturino/lang/fi.json",1475,"      \""desc\"": \""InvoiceShelf uses Session based authentication which requires domain verification for security purposes. Please enter the domain on which you will be accessing your web application.\""\,"
